text,label,is_augmented
what are the treatments for arachnoiditis?,treatment,
what are the treatments for nonbullous congenital ichthyosiform erythroderma?,treatment,
how to diagnose lung cancer?,diagnosis,
how to diagnose 15q13.3 microdeletion syndrome?,diagnosis,
what is (are) gerd?,definition,
what are the symptoms of leri pleonosteosis?,symptom,
is task-specific focal dystonia inherited?,genetics,
what research (or clinical trials) is being done for neurosarcoidosis?,general,
what is (are) triple a syndrome?,definition,
how many people are affected by hypochromic microcytic anemia with iron overload?,general,
what is (are) measles?,definition,
is multiple cutaneous and mucosal venous malformations inherited?,genetics,
what are the treatments for arginine:glycine amidinotransferase deficiency?,treatment,
what are the symptoms of glutaric acidemia type i?,symptom,
what are the genetic changes related to activated pi3k-delta syndrome?,genetics,
what are the treatments for ataxia-telangiectasia?,treatment,
what are the treatments for behcet's disease?,treatment,
what are the treatments for cerebral cavernous malformation?,treatment,
is duchenne and becker muscular dystrophy inherited?,genetics,
what are the treatments for spastic diplegia cerebral palsy?,treatment,
what is (are) piebaldism?,definition,
do you have information about adoption,general,
what causes colpocephaly?,cause,
"what are the symptoms of hereditary angiopathy with nephropathy, aneurysms, and muscle cramps syndrome?",symptom,
what are the symptoms of what i need to know about hepatitis c?,symptom,
how many people are affected by psoriatic arthritis?,general,
is carpenter syndrome inherited?,genetics,
what is (are) craniopharyngioma?,definition,
how to diagnose metabolic syndrome?,diagnosis,
what are the symptoms of dowling-degos disease?,symptom,
what is (are) zika virus infection?,definition,
what are the symptoms of anemia?,symptom,
what is the outlook for neuromyelitis optica?,definition,
what are the symptoms of down syndrome?,symptom,
what research (or clinical trials) is being done for retinoblastoma?,general,
who is at risk for penile cancer?,risk,
what are the treatments for monomelic amyotrophy?,treatment,
what is (are) chediak-higashi syndrome?,definition,
what are the genetic changes related to progressive familial intrahepatic cholestasis?,genetics,
is alpha thalassemia x-linked intellectual disability syndrome inherited?,genetics,
what is the outlook for brachial plexus injuries?,definition,
what are the symptoms of autoimmune hepatitis?,symptom,
what is (are) wyburn mason's syndrome?,definition,
what is (are) inflammatory breast cancer?,definition,
is essential tremor inherited?,genetics,
what are the symptoms of late-onset retinal degeneration?,symptom,
"what is (are) chondrodysplasia punctata 1, x-linked recessive?",definition,
what is the outlook for opsoclonus myoclonus?,definition,
what are the stages of metastatic squamous neck cancer with occult primary?,definition,
is marfan syndrome inherited?,genetics,
what are the treatments for aneurysm?,treatment,
what is (are) muir-torre syndrome?,definition,
what are the symptoms of dystelephalangy?,symptom,
what are the treatments for greig cephalopolysyndactyly syndrome?,treatment,
what are the treatments for congenital fiber-type disproportion?,treatment,
what are the treatments for hereditary antithrombin deficiency?,treatment,
is spinocerebellar ataxia type 2 inherited?,genetics,
what are the symptoms of lafora disease?,symptom,
what are the treatments for histidinemia?,treatment,
what causes omenn syndrome?,cause,
what are the symptoms of frontotemporal dementia?,symptom,
what are the symptoms of brachydactyly types b and e combined?,symptom,
what is (are) cholera?,definition,
is maffucci syndrome inherited?,genetics,
what research (or clinical trials) is being done for ohtahara syndrome?,general,
what are the complications of peyronie's disease?,definition,
how to diagnose overweight and obesity?,diagnosis,
how many people are affected by aicardi syndrome?,general,
what are the treatments for ovarian germ cell tumors?,treatment,
what is the outlook for holoprosencephaly?,definition,
what research (or clinical trials) is being done for moyamoya disease?,general,
what are the symptoms of dicer1-related pleuropulmonary blastoma cancer predisposition syndrome?,symptom,
"what are the symptoms of thumb deformity, alopecia, pigmentation anomaly?",symptom,
how to diagnose primary ciliary dyskinesia?,diagnosis,
what are the treatments for denys-drash syndrome?,treatment,
do you have information about methamphetamine,general,
what are the genetic changes related to biotinidase deficiency?,genetics,
what is (are) tinnitus?,definition,
what else can be done to prevent these diseases for marine toxins?,general,
what is (are) ascher syndrome?,definition,
what are the symptoms of sideroblastic anemia pyridoxine-refractory autosomal recessive?,symptom,
what is the outlook for transmissible spongiform encephalopathies?,definition,
"what are the symptoms of microcephaly, holoprosencephaly, and intrauterine growth retardation?",symptom,
what research (or clinical trials) is being done for osteosarcoma and malignant fibrous histiocytoma of bone?,general,
is breast cancer inherited?,genetics,
how many people are affected by multiple system atrophy?,general,
who is at risk for male breast cancer?,risk,
how to diagnose childhood liver cancer?,diagnosis,
what are the symptoms of joubert syndrome?,symptom,
is mitochondrial neurogastrointestinal encephalopathy disease inherited?,genetics,
how to diagnose hypotension?,diagnosis,
what are the treatments for stargardt macular degeneration?,treatment,
what are the treatments for filippi syndrome?,treatment,
who is at risk for pituitary tumors?,risk,
what are the symptoms of lichen sclerosus?,symptom,
what are the symptoms of hoyeraal hreidarsson syndrome?,symptom,
what are the symptoms of phacomatosis pigmentovascularis?,symptom,
what is (are) eyelid disorders?,definition,
what is the outlook for hemicrania continua?,definition,
how to diagnose nonalcoholic steatohepatitis?,diagnosis,
what are the symptoms of spranger schinzel myers syndrome?,symptom,
how many people are affected by distal arthrogryposis type 1?,general,
what are the genetic changes related to pulmonary alveolar microlithiasis?,genetics,
what are the symptoms of empty sella syndrome?,symptom,
what causes juvenile primary lateral sclerosis?,cause,
is fuchs endothelial dystrophy inherited?,genetics,
is angelman syndrome inherited?,genetics,
what is (are) tailbone disorders?,definition,
what is (are) bile duct cancer (cholangiocarcinoma)?,definition,
what are the treatments for nonsyndromic hearing loss?,treatment,
what are the symptoms of schistosomiasis?,symptom,
what are the genetic changes related to bannayan-riley-ruvalcaba syndrome?,genetics,
what are the genetic changes related to myopathy with deficiency of iron-sulfur cluster assembly enzyme?,genetics,
how to prevent asbestos-related lung diseases?,general,
what research (or clinical trials) is being done for neuromyelitis optica?,general,
how to diagnose problems with taste?,diagnosis,
what are the symptoms of ausems wittebol-post hennekam syndrome?,symptom,
is cerebellar degeneration inherited?,genetics,
how many people are affected by ewing sarcoma?,general,
what is (are) lymphocytic vasculitis?,definition,
is pyle disease inherited?,genetics,
what is (are) herniated disk?,definition,
what causes abdominal adhesions?,cause,
what is (are) chromosome 16q deletion?,definition,
what are the treatments for spastic paraplegia type 7?,treatment,
what is (are) cystic fibrosis?,definition,
is neuroferritinopathy inherited?,genetics,
what are the treatments for localized scleroderma?,treatment,
what are the treatments for tyrosine hydroxylase deficiency?,treatment,
do you have information about native hawaiian and pacific islander health,general,
what causes castleman disease?,cause,
what are the symptoms of maternal hyperphenylalaninemia?,symptom,
what to do for nutrition for advanced chronic kidney disease in adults?,general,
is campomelic dysplasia inherited?,genetics,
how to prevent short bowel syndrome?,general,
what research (or clinical trials) is being done for alternating hemiplegia?,general,
what are the symptoms of leukoencephalopathy with vanishing white matter?,symptom,
what are the genetic changes related to myoclonus-dystonia?,genetics,
what is (are) satoyoshi syndrome?,definition,
what are the symptoms of buerger disease?,symptom,
what is (are) limb-girdle muscular dystrophy type 2a?,definition,
how many people are affected by atelosteogenesis type 1?,general,
what are the treatments for deafness-dystonia-optic neuronopathy syndrome?,treatment,
what are the genetic changes related to multiple endocrine neoplasia?,genetics,
what is (are) chylomicron retention disease?,definition,
what causes schizencephaly?,cause,
what are the treatments for pyruvate dehydrogenase deficiency?,treatment,
what are the genetic changes related to klippel-feil syndrome?,genetics,
what are the symptoms of microphthalmia syndromic 6?,symptom,
what are the genetic changes related to treacher collins syndrome?,genetics,
how to diagnose familial isolated hyperparathyroidism?,diagnosis,
what are the treatments for fanconi anemia?,treatment,
